AC113430.1	ENST00000506872	5	+	58197	58915	58915	58915	1	58197,	58915,
TXNDC5	ENST00000469459	6	-	7895154	7900242	7900242	7900242	2	7895154,7899575,	7895202,7900242,
BLOC1S5-TXNDC5	ENST00000439343	6	-	7881521	8064364	7904684	8064364	13	7881521,7884358,7885960,7888704,7889494,7891620,7895105,7899575,7904573,8026366,8041138,8062533,8064264,	7883266,7884488,7886043,7888848,7889581,7891736,7895202,7899681,7904723,8026425,8041268,8062616,8064364,
AL096800.1	ENST00000405326	6	-	7938429	7939322	7939322	7939322	1	7938429,	7939322,
PIP5K1P1	ENST00000460661	6	+	7986536	7988192	7988192	7988192	1	7986536,	7988192,
BLOC1S5	ENST00000397457	6	-	8013566	8064389	8015648	8064376	5	8013566,8026366,8041138,8062533,8064264,	8015828,8026425,8041268,8062616,8064389,
BLOC1S5	ENST00000244777	6	-	8013977	8064393	8027379	8064376	6	8013977,8026366,8027206,8041138,8062533,8064264,	8015828,8026425,8027399,8041268,8062616,8064393,
BLOC1S5	ENST00000627748	6	-	8015062	8064396	8054360	8064376	6	8015062,8026366,8041138,8054269,8062533,8064264,	8015828,8026425,8041268,8054372,8062616,8064396,
BLOC1S5	ENST00000475998	6	-	8015084	8018059	8018059	8018059	2	8015084,8017786,	8015828,8018059,
BLOC1S5	ENST00000486432	6	-	8015656	8041908	8041908	8041908	4	8015656,8026366,8041138,8041846,	8015828,8026425,8041268,8041908,
BLOC1S5	ENST00000543936	6	-	8015723	8064385	8015809	8064376	4	8015723,8026366,8062533,8064264,	8015828,8026425,8062616,8064385,
EEF1E1-BLOC1S5	ENST00000397456	6	-	8015725	8102530	8062544	8102521	7	8015725,8026366,8041138,8062533,8090185,8097266,8102434,	8015828,8026425,8041268,8062616,8090281,8097467,8102530,
EEF1E1	ENST00000429723	6	-	8073359	8102548	8073474	8102521	4	8073359,8090185,8097266,8102434,	8073510,8090281,8097467,8102548,
EEF1E1	ENST00000502429	6	-	8078493	8102481	8078674	8102481	4	8078493,8090185,8097266,8102434,	8078740,8090281,8097467,8102481,
EEF1E1	ENST00000379715	6	-	8079394	8102548	8079889	8102521	4	8079394,8090185,8097266,8102434,	8080030,8090281,8097467,8102548,
EEF1E1	ENST00000507463	6	-	8089953	8102559	8090116	8102521	3	8089953,8097266,8102434,	8090281,8097467,8102559,
EEF1E1	ENST00000515633	6	-	8089984	8097311	8090273	8097311	3	8089984,8095377,8097266,	8090281,8095495,8097311,
EEF1E1	ENST00000488226	6	-	8097306	8102046	8097306	8101887	2	8097306,8101764,	8097467,8102046,
AL355499.1	ENST00000643749	6	+	8102710	8342878	8342878	8342878	5	8102710,8238930,8260566,8307452,8342324,	8102852,8239016,8260738,8307560,8342878,
AL355499.1	ENST00000642688	6	+	8102736	8116293	8116293	8116293	2	8102736,8115600,	8102852,8116293,
AL355499.1	ENST00000642149	6	+	8102736	8343139	8343139	8343139	6	8102736,8146509,8238930,8302933,8307452,8342324,	8102852,8146599,8239016,8303118,8307560,8343139,
AL355499.1	ENST00000647315	6	+	8102763	8342455	8342455	8342455	6	8102763,8146509,8238930,8307452,8323530,8342324,	8102852,8146599,8239016,8307560,8323636,8342455,
AL355499.1	ENST00000644216	6	+	8165511	8182862	8182862	8182862	3	8165511,8167813,8182819,	8166358,8167920,8182862,
AL355499.1	ENST00000439891	6	+	8195575	8342495	8342495	8342495	7	8195575,8230113,8238930,8307452,8328004,8329654,8342324,	8195635,8230273,8239016,8307560,8328277,8329923,8342495,
AL355499.1	ENST00000646387	6	+	8277526	8328277	8328277	8328277	4	8277526,8307452,8323530,8328004,	8277604,8307560,8323636,8328277,
AL355499.1	ENST00000644310	6	+	8283189	8342455	8342455	8342455	5	8283189,8283328,8284450,8307452,8342324,	8283238,8283507,8284522,8307560,8342455,
AL355499.1	ENST00000643735	6	+	8283224	8342455	8342455	8342455	5	8283224,8284450,8307452,8328004,8342324,	8283507,8284522,8307560,8328277,8342455,
AL355499.1	ENST00000654327	6	+	8329919	8343137	8343137	8343137	2	8329919,8342324,	8329923,8343137,
AL355499.2	ENST00000644718	6	+	8158161	8760447	8760447	8760447	9	8158161,8167813,8230113,8238930,8307452,8437962,8558584,8754785,8760376,	8158260,8167920,8230273,8239016,8307560,8438031,8558643,8754892,8760447,
AL359378.1	ENST00000415575	6	-	8341936	8343021	8343021	8343021	2	8341936,8342987,	8342648,8343021,
AL359378.1	ENST00000651914	6	-	8341936	8388855	8388855	8388855	5	8341936,8362719,8368377,8378781,8388759,	8342648,8362832,8368416,8378844,8388855,
AL359378.1	ENST00000670476	6	-	8341936	8388881	8388881	8388881	3	8341936,8378738,8388759,	8342648,8378844,8388881,
AL359378.1	ENST00000655767	6	-	8341938	8388881	8388881	8388881	4	8341938,8362719,8378738,8388759,	8342648,8362832,8378844,8388881,
AL359378.1	ENST00000661402	6	-	8342296	8389183	8389183	8389183	2	8342296,8388759,	8342648,8389183,
SLC35B3	ENST00000649788	6	-	8411462	8435537	8418813	8430064	12	8411462,8412884,8414907,8416883,8417401,8418743,8419579,8420720,8422469,8427936,8429863,8435342,	8411700,8413699,8414977,8416995,8417494,8418885,8419677,8420828,8422624,8428058,8430157,8435537,
SLC35B3	ENST00000648987	6	-	8412884	8435271	8413548	8430064	10	8412884,8414907,8416883,8417401,8419579,8420720,8422469,8427936,8429863,8435227,	8413699,8414977,8416995,8417494,8419677,8420828,8422624,8428058,8430157,8435271,
SLC35B3	ENST00000379660	6	-	8413067	8435483	8413548	8434387	11	8413067,8414907,8416883,8417401,8419579,8420720,8422469,8427936,8429863,8434384,8435076,	8413699,8414977,8416995,8417494,8419677,8420828,8422624,8428058,8430157,8434430,8435483,
SLC35B3	ENST00000648867	6	-	8413073	8435561	8418813	8434387	12	8413073,8414907,8416883,8417401,8418743,8419579,8420720,8422469,8427936,8429863,8434384,8435227,	8413699,8414977,8416995,8417494,8418885,8419677,8420828,8422624,8428058,8430157,8434430,8435561,
SLC35B3	ENST00000644923	6	-	8413093	8435611	8413548	8434387	11	8413093,8414907,8416883,8417401,8419579,8420720,8422469,8427936,8429863,8434384,8435342,	8413699,8414977,8416995,8417494,8419677,8420828,8422624,8428058,8430157,8434430,8435611,
HULC	ENST00000643788	6	+	8435567	9194766	9194766	9194766	7	8435567,8437939,8836510,8992164,9046419,9188865,9192518,	8436178,8438031,8836574,8992294,9046491,9189035,9194766,
HULC	ENST00000644441	6	+	8435577	8785443	8785443	8785443	5	8435577,8437939,8558584,8784190,8785116,	8436178,8438031,8558643,8784337,8785443,
HULC	ENST00000647052	6	+	8435577	8785443	8785443	8785443	5	8435577,8437962,8558584,8784179,8785116,	8436178,8438031,8558643,8784337,8785443,
HULC	ENST00000645758	6	+	8435577	8785443	8785443	8785443	5	8435577,8437962,8577267,8784179,8785116,	8436178,8438031,8577449,8784337,8785443,
HULC	ENST00000646792	6	+	8435577	8786914	8786914	8786914	4	8435577,8437939,8784190,8785116,	8436178,8438031,8784337,8786914,
HULC	ENST00000643311	6	+	8435577	8789617	8789617	8789617	6	8435577,8437939,8780248,8784190,8785116,8788821,	8436178,8438031,8780367,8784337,8785217,8789617,
HULC	ENST00000643036	6	+	8435577	8792291	8792291	8792291	7	8435577,8437962,8547116,8784190,8785116,8788821,8791944,	8436178,8438031,8547214,8784337,8785217,8790434,8792291,
HULC	ENST00000646718	6	+	8435581	8786914	8786914	8786914	4	8435581,8437962,8784190,8785116,	8436178,8438031,8784337,8786914,
HULC	ENST00000646295	6	+	8435584	8786882	8786882	8786882	5	8435584,8437962,8558584,8784190,8785116,	8436178,8438031,8558643,8784337,8786882,
HULC	ENST00000645344	6	+	8435587	8792283	8792283	8792283	6	8435587,8437939,8784190,8785116,8788821,8791944,	8436178,8438031,8784337,8785217,8790434,8792283,
HULC	ENST00000643058	6	+	8435588	8841127	8841127	8841127	5	8435588,8437939,8558584,8836510,8838785,	8436178,8438031,8558643,8836574,8841127,
HULC	ENST00000643126	6	+	8435591	8792261	8792261	8792261	8	8435591,8437939,8547116,8558584,8784190,8785116,8788821,8791944,	8436178,8438031,8547214,8558643,8784337,8785217,8790434,8792261,
HULC	ENST00000645017	6	+	8435593	8785444	8785444	8785444	6	8435593,8437962,8547116,8558584,8784190,8785116,	8436178,8438031,8547214,8558643,8784337,8785444,
HULC	ENST00000643083	6	+	8435601	8785323	8785323	8785323	6	8435601,8437962,8558584,8760376,8784179,8785121,	8436178,8438031,8558643,8760495,8784337,8785323,
HULC	ENST00000643953	6	+	8435605	8785443	8785443	8785443	4	8435605,8437939,8784179,8785116,	8436178,8438031,8784337,8785443,
HULC	ENST00000647306	6	+	8435619	8785432	8785432	8785432	6	8435619,8437962,8558584,8760376,8784190,8785116,	8436178,8438031,8558643,8760495,8784337,8785432,
HULC	ENST00000642665	6	+	8435619	8785433	8785433	8785433	4	8435619,8437962,8784179,8785116,	8436178,8438031,8784337,8785433,
HULC	ENST00000647365	6	+	8435619	8792306	8792306	8792306	6	8435619,8437962,8784190,8785116,8788821,8791944,	8436178,8438031,8784337,8785217,8790434,8792306,
HULC	ENST00000642458	6	+	8435619	8792308	8792308	8792308	7	8435619,8437962,8784190,8785116,8788821,8790271,8791944,	8436178,8438031,8784337,8785217,8788946,8790434,8792308,
HULC	ENST00000646876	6	+	8435622	8712293	8712293	8712293	4	8435622,8437962,8558584,8710608,	8436178,8438031,8558643,8712293,
HULC	ENST00000643136	6	+	8435622	8841108	8841108	8841108	5	8435622,8437962,8779886,8836510,8838785,	8436178,8438031,8780007,8836574,8841108,
HULC	ENST00000647466	6	+	8435623	8785433	8785433	8785433	8	8435623,8437939,8558584,8754785,8759798,8760376,8784190,8785116,	8436178,8438031,8558643,8754892,8759958,8760495,8784337,8785433,
HULC	ENST00000644610	6	+	8435626	8785442	8785442	8785442	6	8435626,8437939,8547116,8558584,8784190,8785116,	8436178,8438031,8547214,8558643,8784337,8785442,
HULC	ENST00000643259	6	+	8435626	8785443	8785443	8785443	9	8435626,8437962,8547116,8558584,8754785,8759837,8760376,8784190,8785116,	8436178,8438031,8547214,8558643,8754892,8759958,8760495,8784337,8785443,
HULC	ENST00000646706	6	+	8435626	8792311	8792311	8792311	7	8435626,8437962,8784190,8785116,8788821,8790271,8791944,	8436178,8438031,8784337,8785217,8788964,8790434,8792311,
HULC	ENST00000646007	6	+	8435628	8790298	8790298	8790298	6	8435628,8437939,8607007,8784190,8785116,8788821,	8436178,8438031,8607168,8784337,8785217,8790298,
HULC	ENST00000642168	6	+	8435630	8653802	8653802	8653802	5	8435630,8437939,8547116,8558584,8653544,	8436178,8438031,8547214,8558643,8653802,
HULC	ENST00000645970	6	+	8435630	8785445	8785445	8785445	6	8435630,8437939,8469990,8558584,8784190,8785116,	8436178,8438031,8470132,8558643,8784337,8785445,
HULC	ENST00000646073	6	+	8435635	8857942	8857942	8857942	4	8435635,8437962,8836510,8856393,	8436178,8438031,8836574,8857942,
HULC	ENST00000646488	6	+	8435637	8470725	8470725	8470725	3	8435637,8437939,8469990,	8436178,8438031,8470725,
HULC	ENST00000645486	6	+	8435637	8611044	8611044	8611044	3	8435637,8437962,8608861,	8436178,8438031,8611044,
HULC	ENST00000644800	6	+	8435637	8785443	8785443	8785443	5	8435637,8437939,8547116,8784190,8785116,	8436178,8438031,8547214,8784337,8785443,
HULC	ENST00000644654	6	+	8435637	8940348	8940348	8940348	8	8435637,8437939,8547116,8558584,8836510,8925813,8932841,8938543,	8436178,8438031,8547214,8558643,8836574,8925931,8932885,8940348,
HULC	ENST00000644892	6	+	8435637	9225381	9225381	9225381	11	8435637,8437962,8558584,8836510,8923685,8925813,8959855,8961458,8992164,9046419,9224938,	8436178,8438031,8558643,8836574,8923832,8925931,8959950,8961564,8992294,9046491,9225381,
HULC	ENST00000646431	6	+	8435637	9239687	9239687	9239687	8	8435637,8437962,8836510,8992164,9046419,9224938,9225326,9238302,	8436178,8438031,8836574,8992294,9046491,9225070,9225815,9239687,
HULC	ENST00000643414	6	+	8435638	8785444	8785444	8785444	6	8435638,8437962,8547116,8558584,8784179,8785116,	8436178,8438031,8547214,8558643,8784337,8785444,
HULC	ENST00000644038	6	+	8435639	8471005	8471005	8471005	3	8435639,8437962,8469990,	8436178,8438031,8471005,
HULC	ENST00000646521	6	+	8435639	8475219	8475219	8475219	4	8435639,8437962,8469990,8473554,	8436178,8438031,8470132,8475219,
HULC	ENST00000643889	6	+	8435639	8653796	8653796	8653796	4	8435639,8437962,8558584,8653544,	8436178,8438031,8558643,8653796,
HULC	ENST00000646490	6	+	8435639	8792264	8792264	8792264	7	8435639,8437939,8558584,8784190,8785116,8788821,8791944,	8436178,8438031,8558643,8784337,8785271,8790434,8792264,
HULC	ENST00000644363	6	+	8435640	8786348	8786348	8786348	5	8435640,8437939,8558584,8784179,8785116,	8436178,8438031,8558643,8784337,8786348,
HULC	ENST00000645925	6	+	8435640	8792311	8792311	8792311	6	8435640,8437962,8558584,8784190,8785116,8791944,	8436178,8438031,8558643,8784337,8785217,8792311,
HULC	ENST00000645474	6	+	8435640	8841253	8841253	8841253	6	8435640,8437939,8558584,8831501,8836510,8838785,	8436178,8438031,8558643,8831621,8836574,8841253,
HULC	ENST00000646403	6	+	8435640	9225324	9225324	9225324	7	8435640,8437962,8836510,8992164,9046419,9188865,9224938,	8436178,8438031,8836574,8992294,9046491,9189035,9225324,
HULC	ENST00000644837	6	+	8435640	9227650	9227650	9227650	9	8435640,8437939,8558584,8836510,8925813,8992164,9046419,9224938,9225326,	8436178,8438031,8558643,8836574,8925931,8992294,9046491,9225070,9227650,
HULC	ENST00000645365	6	+	8435643	8861999	8861999	8861999	7	8435643,8437939,8558584,8836510,8855679,8858128,8860115,	8436178,8438031,8558643,8836574,8855794,8858355,8861999,
HULC	ENST00000644248	6	+	8435644	8756727	8756727	8756727	4	8435644,8437962,8558584,8754785,	8436178,8438031,8558643,8756727,
HULC	ENST00000642357	6	+	8435644	8875024	8875024	8875024	6	8435644,8437962,8558584,8836510,8872086,8872312,	8436178,8438031,8558643,8836574,8872216,8875024,
HULC	ENST00000642798	6	+	8435644	9287482	9287482	9287482	7	8435644,8437939,8836510,8992164,9046419,9283760,9286329,	8436178,8438031,8836574,8992294,9046491,9283866,9287482,
HULC	ENST00000647135	6	+	8435645	8785442	8785442	8785442	5	8435645,8437962,8779886,8784190,8785116,	8436178,8438031,8780007,8784337,8785442,
HULC	ENST00000643985	6	+	8435645	8841224	8841224	8841224	6	8435645,8437939,8558584,8831501,8836510,8838790,	8436178,8438031,8558643,8831621,8836574,8841224,
HULC	ENST00000645976	6	+	8435645	8862080	8862080	8862080	6	8435645,8437962,8558584,8836510,8855679,8860115,	8436178,8438031,8558643,8836574,8855794,8862080,
HULC	ENST00000643571	6	+	8435646	8792307	8792307	8792307	7	8435646,8437939,8558584,8784190,8785116,8790271,8791944,	8436178,8438031,8558643,8784337,8785217,8790434,8792307,
HULC	ENST00000642340	6	+	8435647	8785442	8785442	8785442	5	8435647,8437962,8558584,8784190,8785121,	8436178,8438031,8558643,8784337,8785442,
HULC	ENST00000642345	6	+	8435647	8785442	8785442	8785442	6	8435647,8437939,8558584,8760376,8784190,8785116,	8436178,8438031,8558643,8760495,8784337,8785442,
HULC	ENST00000642760	6	+	8435653	9226156	9226156	9226156	10	8435653,8437962,8836510,8923685,8925813,8992164,9046419,9188865,9224938,9225326,	8436178,8438031,8836574,8923832,8925931,8992294,9046491,9189035,9225070,9226156,
HULC	ENST00000646981	6	+	8435658	8653776	8653776	8653776	4	8435658,8437939,8652286,8653544,	8436178,8438031,8652390,8653776,
HULC	ENST00000646043	6	+	8435658	8653793	8653793	8653793	4	8435658,8437939,8652293,8653544,	8436178,8438031,8652390,8653793,
HULC	ENST00000645321	6	+	8435658	8785432	8785432	8785432	5	8435658,8437962,8760376,8784190,8785116,	8436178,8438031,8760495,8784337,8785432,
HULC	ENST00000645750	6	+	8435658	8785442	8785442	8785442	5	8435658,8437939,8760376,8784190,8785116,	8436178,8438031,8760495,8784337,8785442,
HULC	ENST00000646749	6	+	8435658	8785443	8785443	8785443	7	8435658,8437962,8547116,8558584,8760376,8784190,8785116,	8436178,8438031,8547214,8558643,8760495,8784337,8785443,
HULC	ENST00000642622	6	+	8435658	8792311	8792311	8792311	7	8435658,8437939,8784190,8785116,8788821,8790271,8791944,	8436178,8438031,8784337,8785271,8788946,8790434,8792311,
HULC	ENST00000645047	6	+	8435662	8792264	8792264	8792264	6	8435662,8437939,8784190,8785116,8788821,8791944,	8436178,8438031,8784337,8785271,8790434,8792264,
HULC	ENST00000646996	6	+	8435662	9227098	9227098	9227098	11	8435662,8437939,8547116,8558584,8836510,8961454,8985729,8992164,9046419,9224938,9225326,	8436178,8438031,8547214,8558643,8836574,8961564,8985847,8992294,9046491,9225070,9227098,
HULC	ENST00000645464	6	+	8435692	8792252	8792252	8792252	7	8435692,8437939,8558584,8784190,8785116,8788821,8791944,	8436178,8438031,8558643,8784337,8785217,8790434,8792252,
HULC	ENST00000645379	6	+	8435692	9227131	9227131	9227131	12	8435692,8437939,8558584,8831501,8836510,8959635,8959855,8960706,8992164,9046419,9224938,9225326,	8436178,8438031,8558643,8831621,8836574,8959748,8959950,8960815,8992294,9046491,9225070,9227131,
HULC	ENST00000642163	6	+	8435704	8792259	8792259	8792259	8	8435704,8437962,8547116,8558584,8784179,8785121,8788821,8791944,	8436178,8438031,8547214,8558643,8784337,8785271,8790434,8792259,
HULC	ENST00000643545	6	+	8435709	8792263	8792263	8792263	7	8435709,8437962,8558584,8784190,8785116,8788821,8791944,	8436178,8438031,8558643,8784337,8785217,8790434,8792263,
HULC	ENST00000645087	6	+	8435711	8789677	8789677	8789677	5	8435711,8437962,8784190,8785116,8788821,	8436178,8438031,8784337,8785271,8789677,
HULC	ENST00000643431	6	+	8435711	8985789	8985789	8985789	9	8435711,8437939,8558584,8836510,8923685,8925813,8959855,8961458,8985729,	8436178,8438031,8558643,8836574,8923832,8925931,8959950,8961564,8985789,
HULC	ENST00000643201	6	+	8435721	8501635	8501635	8501635	4	8435721,8437962,8493684,8501276,	8436178,8438031,8493778,8501635,
HULC	ENST00000643415	6	+	8435750	8785443	8785443	8785443	6	8435750,8437962,8558584,8607007,8784190,8785116,	8436178,8438031,8558643,8607168,8784337,8785443,
HULC	ENST00000645863	6	+	8435855	8785443	8785443	8785443	6	8435855,8437939,8558584,8779886,8784190,8785116,	8436178,8438031,8558643,8780007,8784337,8785443,
HULC	ENST00000646758	6	+	8435872	8653799	8653799	8653799	4	8435872,8437962,8652286,8653544,	8436178,8438031,8652390,8653799,
HULC	ENST00000644111	6	+	8435892	8792230	8792230	8792230	7	8435892,8437939,8784190,8785116,8789309,8790271,8791944,	8436178,8438031,8784337,8785271,8789418,8790434,8792230,
HULC	ENST00000647039	6	+	8435923	8989084	8989084	8989084	9	8435923,8437962,8558584,8836510,8959635,8959855,8961458,8967093,8988741,	8436178,8438031,8558643,8836574,8959748,8959950,8961564,8967207,8989084,
HULC	ENST00000644605	6	+	8435948	8849041	8849041	8849041	6	8435948,8437962,8558584,8836510,8838785,8848764,	8436178,8438031,8558643,8836574,8838982,8849041,
HULC	ENST00000642534	6	+	8435999	8792264	8792264	8792264	6	8435999,8437939,8784179,8785116,8788821,8791944,	8436178,8438031,8784337,8785217,8790434,8792264,
HULC	ENST00000645747	6	+	8436032	9294133	9294133	9294133	9	8436032,8437962,8547116,8836510,8992164,9046419,9283760,9291969,9293089,	8436178,8438031,8547214,8836574,8992294,9046491,9283866,9292023,9294133,
HULC	ENST00000646774	6	+	8436132	8785435	8785435	8785435	6	8436132,8437962,8469990,8558584,8784190,8785116,	8436178,8438031,8470132,8558643,8784337,8785435,
HULC	ENST00000646231	6	+	8436134	9052423	9052423	9052423	12	8436134,8437962,8836510,8923685,8925813,8959635,8959855,8961454,8992164,9023270,9046419,9049970,	8436178,8438031,8836574,8923832,8925931,8959748,8959950,8961564,8992294,9023324,9046491,9052423,
HULC	ENST00000646377	6	+	8436137	8790375	8790375	8790375	7	8436137,8437939,8547116,8558584,8784190,8785116,8790271,	8436178,8438031,8547214,8558643,8784337,8785271,8790375,
HULC	ENST00000643473	6	+	8436143	8841101	8841101	8841101	5	8436143,8437962,8558584,8836510,8838785,	8436178,8438031,8558643,8836574,8841101,
HULC	ENST00000645322	6	+	8558584	8756723	8756723	8756723	3	8558584,8751004,8754785,	8558643,8751067,8756723,
HULC	ENST00000646868	6	+	8558584	8810394	8810394	8810394	6	8558584,8784190,8785116,8799133,8805128,8809916,	8558643,8784337,8785217,8799309,8805312,8810394,
HULC	ENST00000503668	6	+	8652136	8654237	8654237	8654237	2	8652136,8653544,	8652390,8654237,
HULC	ENST00000646741	6	+	8652261	8653814	8653814	8653814	2	8652261,8653544,	8653136,8653814,
HULC	ENST00000665267	6	+	8652261	8653830	8653830	8653830	2	8652261,8653544,	8653136,8653830,
HULC	ENST00000646294	6	+	8678956	8755277	8755277	8755277	2	8678956,8754785,	8679025,8755277,
HULC	ENST00000429060	6	+	8776035	8785443	8785443	8785443	3	8776035,8784190,8785116,	8776173,8784337,8785443,
HULC	ENST00000645808	6	+	8783274	8786889	8786889	8786889	2	8783274,8785116,	8784337,8786889,
HULC	ENST00000644778	6	+	8788303	8792279	8792279	8792279	2	8788303,8791944,	8790434,8792279,
HULC	ENST00000642859	6	+	8831501	8857622	8857622	8857622	5	8831501,8836510,8850838,8855679,8856393,	8831621,8836574,8850951,8855794,8857622,
HULC	ENST00000645611	6	+	8835900	8841205	8841205	8841205	3	8835900,8836510,8838785,	8835979,8836574,8841205,
HULC	ENST00000646784	6	+	8854772	8858389	8858389	8858389	4	8854772,8855679,8855977,8858128,	8854849,8855794,8856105,8858389,
HULC	ENST00000643761	6	+	8887937	8993096	8993096	8993096	5	8887937,8959855,8960706,8961458,8992164,	8888526,8959950,8960815,8961564,8993096,
HULC	ENST00000645796	6	+	8906071	9096691	9096691	9096691	5	8906071,8925813,9046419,9092216,9095344,	8906156,8925931,9046491,9092308,9096691,
HULC	ENST00000642666	6	+	8906077	8940358	8940358	8940358	3	8906077,8925813,8938543,	8906156,8925931,8940358,
HULC	ENST00000644364	6	+	8923690	8939589	8939589	8939589	4	8923690,8925813,8937390,8938543,	8923832,8925931,8937480,8939589,
HULC	ENST00000643526	6	+	8965187	9096238	9096238	9096238	5	8965187,8992164,9046419,9092216,9095344,	8965457,8992294,9046491,9092308,9096238,
HULC	ENST00000643635	6	+	8965314	9096238	9096238	9096238	6	8965314,8992164,9046419,9092216,9092593,9095344,	8965457,8992294,9046491,9092308,9092752,9096238,
HULC	ENST00000643832	6	+	8965406	9095697	9095697	9095697	6	8965406,8992164,9046419,9090879,9092216,9095344,	8965457,8992294,9046491,9091071,9092308,9095697,
HULC	ENST00000665625	6	+	8992162	9095712	9095712	9095712	4	8992162,9046419,9092216,9095344,	8992294,9046491,9092308,9095712,
HULC	ENST00000642877	6	+	8992183	9096238	9096238	9096238	3	8992183,9046419,9095344,	8992294,9046491,9096238,
HULC	ENST00000644213	6	+	9025864	9096691	9096691	9096691	5	9025864,9044261,9046419,9092216,9095344,	9025908,9044392,9046491,9092308,9096691,
HULC	ENST00000646406	6	+	9040844	9096238	9096238	9096238	4	9040844,9046419,9092216,9095344,	9040953,9046491,9092308,9096238,
HULC	ENST00000645820	6	+	9041623	9096238	9096238	9096238	3	9041623,9046419,9095344,	9042162,9046491,9096238,
HULC	ENST00000643404	6	+	9041623	9096238	9096238	9096238	5	9041623,9046419,9090879,9092216,9095344,	9041660,9046491,9091080,9092308,9096238,
HULC	ENST00000645715	6	+	9041624	9096238	9096238	9096238	4	9041624,9046419,9092216,9095344,	9042162,9046491,9092308,9096238,
HULC	ENST00000645940	6	+	9041624	9096238	9096238	9096238	5	9041624,9046419,9090879,9092216,9095344,	9041695,9046491,9091080,9092308,9096238,
HULC	ENST00000647175	6	+	9041624	9096238	9096238	9096238	5	9041624,9046419,9092216,9092593,9095344,	9041695,9046491,9092308,9092752,9096238,
HULC	ENST00000644070	6	+	9041624	9096238	9096238	9096238	5	9041624,9044261,9046419,9092216,9095344,	9042162,9044392,9046491,9092308,9096238,
HULC	ENST00000647156	6	+	9041626	9096661	9096661	9096661	5	9041626,9046419,9090879,9092216,9095344,	9042162,9046491,9091080,9092308,9096661,
HULC	ENST00000643141	6	+	9041832	9096238	9096238	9096238	5	9041832,9046419,9092216,9092593,9095344,	9042162,9046491,9092308,9092752,9096238,
HULC	ENST00000643938	6	+	9224593	9226261	9226261	9226261	2	9224593,9225326,	9225070,9226261,
RF02101	ENST00000612720	6	+	8653557	8653797	8653797	8653797	1	8653557,	8653797,
AL137220.1	ENST00000431369	6	-	9124220	9161777	9161777	9161777	3	9124220,9141020,9161722,	9124706,9141140,9161777,
OFCC1	ENST00000469421	6	-	9596109	9599793	9599793	9599793	3	9596109,9598732,9599671,	9596324,9598879,9599793,
OFCC1	ENST00000492094	6	-	9596289	9939328	9939328	9939328	19	9596289,9598732,9610620,9673034,9697633,9705189,9707756,9768930,9775806,9809576,9819161,9840236,9842515,9845516,9900325,9908517,9932769,9933241,9939288,	9596324,9598879,9610826,9673194,9697797,9705442,9707972,9769055,9775889,9809790,9819424,9840514,9842636,9845593,9900489,9908604,9932946,9933308,9939328,
OFCC1	ENST00000642964	6	-	9596296	9939349	9939349	9939349	19	9596296,9598732,9610620,9673034,9697633,9705189,9707756,9768930,9775806,9809576,9819161,9840236,9842515,9845516,9900325,9908517,9932769,9933241,9939288,	9596324,9598879,9610826,9673194,9697797,9705442,9707972,9769055,9775889,9809790,9819424,9840514,9842636,9845593,9900489,9908604,9932946,9933308,9939349,
OFCC1	ENST00000487015	6	-	9705424	9933281	9933281	9933281	10	9705424,9707756,9768930,9775806,9840236,9842515,9845516,9908517,9932769,9933241,	9705442,9707972,9769055,9775889,9840514,9842636,9845593,9908604,9932946,9933281,
OFCC1	ENST00000460363	6	-	9707761	9939319	9939319	9939319	8	9707761,9768930,9775806,9809576,9908517,9932769,9933241,9939288,	9707972,9769055,9775889,9809714,9908604,9932946,9933308,9939319,
OFCC1	ENST00000492169	6	-	9707932	9933267	9933267	9933267	7	9707932,9768930,9775806,9819403,9908517,9932769,9933241,	9707972,9769055,9775889,9819424,9908604,9932946,9933267,
OFCC1	ENST00000460066	6	-	9750250	9939349	9939349	9939349	7	9750250,9768930,9775806,9908517,9932769,9933241,9939288,	9750358,9769055,9775889,9908604,9932946,9933308,9939349,
OFCC1	ENST00000469426	6	-	9809744	9933281	9933281	9933281	12	9809744,9819161,9840236,9842515,9845516,9850397,9896870,9900325,9903372,9908517,9932769,9933241,	9809790,9819424,9840514,9842636,9845593,9850469,9897003,9900489,9903441,9908604,9932946,9933281,
OFCC1	ENST00000469656	6	-	9819161	9908520	9908520	9908520	9	9819161,9840236,9841931,9842515,9845516,9896870,9900325,9903372,9908517,	9819424,9840514,9842023,9842636,9845593,9897003,9900489,9903441,9908520,
OFCC1	ENST00000486246	6	-	9840321	9933289	9933289	9933289	9	9840321,9842515,9845516,9850397,9900325,9903372,9908517,9932769,9933241,	9840514,9842636,9845593,9850469,9900489,9903406,9908604,9932946,9933289,
OFCC1	ENST00000472329	6	-	9896710	10060765	10060765	10060765	8	9896710,9900325,9903372,9908517,9932769,9933241,9939288,10060649,	9897003,9900489,9903441,9908604,9932946,9933308,9939349,10060765,
OFCC1	ENST00000466385	6	-	9896865	9939328	9939328	9939328	8	9896865,9900325,9903372,9908517,9921908,9932769,9933241,9939288,	9897003,9900489,9903441,9908604,9921920,9932946,9933308,9939328,
OFCC1	ENST00000491508	6	-	9900412	9977599	9977599	9977599	6	9900412,9908517,9932769,9933241,9939288,9977413,	9900489,9908604,9932946,9933308,9939349,9977599,
